number	id	sentence	sentiment
18526	w0m0pv2s46zp08xmusq7w4fb	it's a shame that e.t. doesn't have	1
18527	56ne7tyoirvs3ahsbgpwd3g2	it's a shame that e.t. doesn't get	1
18528	usw93nmor8sxg6gusvseq93z	with e.t.'s 40th anniversary just around the corner	1
18529	2430cvy5sedeh6y2gvntrdh3	it's the same guy with different hats	2
18530	n8dhb5wx9o9p3ofg4pyzbpr6	the same guy with different hats	2
18531	7y1sa1owdk4z5j5oen1pujgr	the same guy with two hats	2
18532	yalmqhoodhc17rf44s0wap7v	is the same guy with different hats	2
18533	m73r9jvcgmflc0f3ncz1xjfs	it's the same guy in both roles	2
18534	jchw0oeh2o0gvowt2anclgny	there are far worse messages to teach a young audience	2
18535	w8vxd2s9e76vc4q6fjbp3xpn	there are worse messages to teach a young audience	2
18536	z7dm0jcon7cdjnx6s2lda7dz	a slapstick comedy that's aimed squarely at children	2
18537	v1r38hyhwz8jashxkid99cfi	a slapstick comedy that's aimed squarely at kids	2
18538	hz1ljswp3yhqforressq1sn2	this is a slapstick comedy that's aimed squarely at children	2
18539	3ku7q61gh88jsddwl7evnv9n	what time is it there	3
18540	ghi6tweyi5imljhrgwdt0yzv	exuberant and serenely melancholy	3
18541	v2lpfutrv68zc43hqac5a88q	exuberantly romantic	3
18542	80dwombn2fxerkr3oh997cnt	what time is it	3
18543	ikxgbifivukpvtqg19h6jarj	it's a film that, like its characters -lrb-	3
18544	f14gb08vb91znl1pnlzh8q7w	the first half bursts with a goofy energy	2
18545	2vw6altsjtojdp4ha3u3geyv	the first half bursts with goofy energy	2
18546	pr7gwwxrdg0fezhavpepo11w	a goofy delight	2
18547	ldy57jiarbqtxa1nl7n3nluk	a slapstick romp	2
18548	2ejee3o7g1hwynpt96ib6k0j	it's the kind of movie that makes you want to go out and buy a	2
18549	ggkipx12fw8smonsxgk0ktso	a sloppy, clumsy mess	1
18550	vw7uul2f0so2h24ilpuyi0qa	a sloppy, clumsy mess.	1
18551	nidgyosn0fv4vgbopjaed8am	it's a slapdash, overwrought mess.	1
18552	ik4xphcmdhoz96pqyd05kw0z	it's a slapdash, overwrought mess	1
18553	iqojdg7xdsjbnrzq2ae7463p	this is one of those movies that is so bad that it is good	1
18554	jo6gzzcmr73hqsy7ukdjy70x	group is a powerful, evocative documentary.	3
18555	xzjt9f1diby7x84qay8j9jlq	the film's emotional power is awe-inspiring.	3
18556	eu57puae7gbo4ycqr6cfw9ot	group is a powerful, evocative documentary	3
18557	c0f03kh3svi20u9ddj4oiv9y	the film's emotional power is awe-inspiring	3
18558	16t5cjtjzg4lvx68v9qnzuw2	group's emotional power comes from its ability to capture the human condition.	3
18559	774l0waed3y4p30mwscqdbdn	slackers isn't funny	0
18560	p8jl6ua9vcqqkh28cruil7r6	slackers isn't funny, and it's not	0
18561	3nwvzg6w9ju8x8y19toljejl	it's difficult to imagine anyone over the age of puberty actually finding the characters	0
18562	rfvrvgpy73h6uq4qcjhdz323	it's difficult to imagine anyone over the age of puberty finding the characters in	0
18563	z19f34kpq8reghokgib8q4bb	this is the kind of movie that makes you wish you were still in high school	0
18564	w4wj2wzm3f8af3cs3ea3qlo6	the pinochet case is a searing album of remembrance	2
18565	wyvqvsyitrplv8gff8izpqtv	the pinochet case	2
18566	nsss96jfmm6by8tj18orrpfy	pinochet case is a searing album of remembrance	2
18567	4sqamu6oiyrv4juvumjl8jj6	pinochet case is a searing, heartbreaking documentary	2
18568	cb6474tpzka47u6s4sx5v4gv	an unflinching look at the human cost of a dictator	2
18569	3csl7y9u6gx1jo3jzio91esz	by the standards of knucklehead swill	4
18570	vx7nbb6i5ayzz8hg4fphrywv	the hot chick is a slapstick comedy that's so bad it	4
18571	wrhp1vinlw4eipq9m26n8ryp	the hot chick is a slapstick comedy that's surprisingly funny	4
18572	02da0vcwv80w55xb5xb1kh48	by the standards of knucklehead	4
18573	vlnh4r2xr1ofsloltwyrkm7i	hot chick is the kind of movie that 'll make you want to punch the screen	4
18574	3yc9jeimsgmn7f10efdwm487	a slapstick comedy that's as much fun to watch as it is	4
18575	vexq1i1wypn2ay5oh02snq4q	this is the kind of movie that makes you want to see it again and again.	4
18576	fdam9tx3abwdeu9myski9n99	this is the kind of movie that makes you want to see it again and again, and	4
18577	1hqm79ynjkbgnzn3gsz5apsg	a slapstick comedy that's as much fun as it is w	4
18578	tfb6ku3m8b0tle2orzbmcnea	with a sly wit	4
18579	ejswpv8veboaipxelxqu6dx9	an arty gay film	2
18580	ci3tgni3qkq21d3b9vpdvar2	a sexy, arty gay film.	2
18581	9i9iiowj2d4bey9q55klwbab	an arty gay film.	2
18582	2v2gydqpn76arehvi1w0nne4	it's an arty gay film.	2
18583	ng9njdvnv9adpfqkezdxf095	a sexy, arty gay film	2
18584	9zchxo41cdkjy0kfn56z3b0s	psycho killer isn't a bad movie, but it's not	2
18585	atli8idcf9k03nefm0qcnfxy	psycho killer isn't a bad film, but it's not	2
18586	8m8mgyjn3rsz0spem8pg5hxy	robin williams and psycho killer	2
18587	uttyl9t206pvj8lavice03uq	robin williams and psycho killer are two of the best actors of their generation	2
18588	caeko4etxgb3i7np6q859ug6	this is the kind of movie that robin williams should be making.	2
18589	876sorgmycs2h0yu45cyzrea	an uninspired preachy and clichéd war film	1
18590	moo5q847d3j4x8xv0uhaonlh	an uninspired and clichéd war film	1
18591	y7yjvia2570ekuvsofn86n5f	a stale, cliched war film	1
18592	3bznp7bc8ru8bayzej6y0rin	a stale, cliched war movie	1
18593	9o87qtcje8wf50escjxdg90p	it's a stale, uninspired war film.	1
18594	rqzy89pq62rwzcqdqw12teh4	this is the kind of movie that's good for a saturday night	3
18595	u1lqw4l81631xjnmxla4onn9	a guiltless film	3
18596	6p8irmhxawdewi3z8awpv7st	this is the kind of movie that's good for a saturday afternoon	3
18597	y77cr1mxbkflgmzunp59fkxo	with a cast that includes the likes of robert de nir	3
18598	iqyilaamp96geb8o7kzsd38l	it's not a bad movie, but it isn t terribly	3
18599	o2x2j4lzwujijp3qlzhudlu1	this documentary is a must-see for anyone who's interested in hip hop	3
18600	cu1b1eg6irxfft5ohwwnviih	a fascinating documentary	3
18601	8euwfg2c1nt1bhr313dmutcn	this documentary is a must-see	3
18602	flx6aiuy2kmczj2ekkiax7fx	a fascinating portrait of the rap industry	3
18603	2f5450789tu9hoqnd1yhsmxq	the king of r&b	3
18604	rlo38wuxtud8b2rljzjapxhk	one of those comedies that just seem like a bad idea from frame one	1
18605	fvnomvcis1kknws2qmhomxkt	this is one of those comedies that just seem like a bad idea from frame one	1
18606	7xbdthduirshxovgain6622n	one of those comedies that just seems like a bad idea from frame one	1
18607	l8rm7nyrktudpf7350nm776h	this is one of those comedies that just seem like a bad idea from frame one	1
18608	q4brlkuu1tncem3g5qeg0vo4	this movie is one of those comedies that just seem like a bad idea from frame one	1
18609	dqp2232pkp1ln5hkoy8c0852	a claustrophobic, eerie thriller	3
18610	jmq5ayin9bvmq6k6jnimo8gj	a claustrophobic, eerie thriller that's	3
18611	f97ypz7q7bdoddti31pgs03n	it's a spooky little film	3
18612	ov7yxgc1ouujcvqagyoufmq4	it's a spooky little movie	3
18613	txtqh7oupyur5pq82gl1vqt1	this is one of the best horror movies ever made	3
18614	ez0sqrcdftrsk8yzaxu5bdte	it's a shame that the film is so suffocatingly	1
18615	6jr57qgbqsganzq4jkzp6z5h	too dark for its own good	1
18616	ar8wypsl8dekl00bj6sv634k	's a shame that the film isn't more enlighten	1
18617	t53bhm7kew44aru0gmb7kltd	suffocating	1
18618	wq8dgu1i93fiw0tpz42bcxii	's a shame that the film isn't more evocative	1
18619	f1mft0jxwfuyrtxfavomwo2o	's a sloppy, clumsy and ultimately unsati	2
18620	ejjblohyf255t1nhcwleq3dl	inconsequential	2
18621	fuz4iulccahxw7z4uxj6dydl	's a sloppy, clumsy and ultimately pointless	2
18622	kt3n8w4e5htmlsi58qhlzhgl	it's a sloppy mess	2
18623	hdc13einqa5pz4z0lidbdzdy	this is the kind of film that makes you want to go to the theater to see it	2
18624	arcgn2xz4qgrasp4y1lpteac	a pretentious and ultimately empty examination	1
18625	ziqgj4tat3ui7vnv0vn3f3w1	a pretentious, ultimately empty examination of an evil woman	1
18626	6tytk5i5a846zfr4fn3m3wbk	it's a pretentious, ultimately empty examination of an evil woman	1
18627	iyahto6ljt4tso752coggqck	it's a pretentious, ultimately empty examination of an evil woman	1
18628	r9ej037yay8vfasm03qiweo1	this is a pretentious and ultimately empty examination	1
18629	tejy7wrsnui7pgcrg64u485z	unfaithful is a shrewd, witty and utter	4
18630	u4x7mnq2fa62sjzd95zd2uma	unfaithful is a shrewd, witty and surprisingly	4
18631	th99fj0s7r68y4ufeos8bp1l	with unfaithful, mr. de niro has made	4
18632	9naeosg2460152u43b7u1rht	more mature than fatal attraction	4
18633	ykih9i7p17ulgq1oi2p6eiv4	more mature and complete than fatal attraction	4
18634	idnl8ec9i6d920lwgliv7sxu	is an inexpressible and drab wannabe	1
18635	440clf4z2rlfx6i6pho5wly6	an inexpressible and drab wannabe	1
18636	usolkhqcje879o2m3rngojdx	is an inexpressible and drab wannabe.	1
18637	o115bnhgpit4ckc6j22jkofv	the film is an inexpressible and drab wannabe	1
18638	243d8ivodroek4x7ps3k6ffi	the film is an inexpressible and drab wannabe.	1
18639	tth9evsi3w12wlh0mxasr3a1	you can guess the order of the kids in the house will be gored	1
18640	5kwlyzr0gbdq039grvei4g4o	a slasher movie that's so predictable that it becomes tedious	1
18641	xdtsfq0nm79vu1qjx7n8tdp6	a slasher movie that's so predictable that it becomes tedious.	1
18642	qzo7ewb1hf9kxfcpttqjd11a	it's a slasher movie, but not the kind you	1
18643	yw02n1rb3hycvgcs28odti2o	this is one of those movies that's so predictable that you can almost see it coming	1
18644	zrpmbfe6507iezviby2frawk	a slapstick comedy that's as smart as it is funny	2
18645	2q2tbgqpwgaq4ial3rji8xhk	a slapstick comedy	2
18646	ar6214xsbejbxyr7ngwh14h3	this is the kind of film that makes you want to go to the theater to see it again	2
18647	f7zvzmrhkx1xiu3iuai2qyxv	this is the kind of film that makes you want to go to the theater and see it again	2
18648	kc7jzn53wjhrf6sopg5v71ah	it's not a perfect film, but it isn't bad	2
18649	78lcbgv6qgiukegy07r5nvwi	it's hard to imagine a more perfect match than bullock and goo	3
18650	z3mxx9f1pp3u9kqjw0lgzelc	it's hard to imagine a more perfect match than hugh goo and	3
18651	j32juj59n7d226byqxdjzqxo	a slapstick comedy that's surprisingly funny	3
18652	ius0222b1dhtpf4731aar69h	a slapstick comedy that's surprisingly witty	3
18653	ksvxe0a8rnahp62loeau6nsu	in the end,  the big bang '' is a s	3
18654	zm3e62tu231mtfkmbymkplat	a delirious fun	4
18655	jjdx0hk45mm844mr8v4127fc	it's the kind of movie that makes you want to go out and buy a	4
18656	wu95g342u2ueu3jvmbsn2fyj	this is the kind of movie that makes you want to get up and dance.	4
18657	121t93e1i3v4o7b9kari5y9l	it's the kind of movie that makes you want to get up and dance.	4
18658	1qlfn6q2k8ey99qq1zdk50xo	this is the kind of movie that makes you want to go out and buy a copy of	4
18659	rfliuwi0q9j9s8ombkhqxp85	the big ending surprise almost saves the movie	3
18660	exlie2ilp730v1eagrvc5dtv	the big surprise almost saves the movie	3
18661	xxziw7rvf5yke6d1ptvjh1wd	the big surprise almost saves the movie.	3
18662	y8pqn5yvv70nxmz7asicutz0	it's a pity that the film isn't as good	3
18663	58hd5kaha5ki5u5t3z49rpan	it's a pity that the film isn't more	3
18664	yelo7yxaqjy4bhigc9bdefd8	... the film's climax isn't so much a	1
18665	v9t1d28wa441ybwn635oyjpg	the film isn't as bad as it looks, but it's	1
18666	qkymcc0tclsj6ilay02d2t8z	... the film's climax isn't so much	1
18667	8zfhcajk4l7jjwsmv0ee6h70	it's a shame that the film doesn't do justice to the	1
18668	3lrikkkcnz434yfejftgsgex	it's a shame that the film doesn't take advantage of its	1
18669	hbpkoonhsn8qpsqs6v92gz6h	a life-size reenactment of those jack chick cartoon tracts	2
18670	82v5j6xxaviqsxzupcij4qut	a life-size re-enactment of those jack chick cartoon tract	2
18671	pkm6blz9aodbu5dzg7i5xjw7	this is the kind of movie that makes you want to scream,	2
18672	jhjr8nz8n9q9r6xw6k3zbww3	this is the kind of movie that makes you want to scream  oh	2
18673	1u8paummgk3ajzy765y2ui7z	it's a movie that tries too hard to be funny and ends up being	2
18674	v1xttrt2xy8y8vfei0wpcafr	with a refreshing and comical spin on the all-too-familiar	3
18675	x4g4iw3owe9tgz53wemelj61	with a refreshingly comical spin on the all-too-familiar	3
18676	7bxhd0iwdy7odhhz5l0qxqwj	a witty, sassy comedy about the modern single woman	3
18677	iinz49hb0ve85lt8ngbimckq	a witty, sassy comedy about the modern woman	3
18678	47cj4p4ccjlrfvhrhaf45pt7	a refreshing and comical spin	3
18679	nyhw5kpwaiixlf78h0rolfdp	this is a movie that's as much fun to watch as it is to make	4
18680	56gel92zx9m0xgwel5lfm0d6	this is a movie that's as much fun to watch as it is to think	4
18681	1b58hatyyvb6bgimpwb4ybzn	it's also a very funny and uplifting comedy.	4
18682	ue1mbowlckyxqgm3u2h0vjzl	's a movie that, despite its brevity and c	4
18683	ela0xmfkj7h033890zci70c8	's a movie that, despite its brevity and s	4
18684	3doxfp2qrvrl0yx6ym6cd767	it's a film that lingers in the memory long after viewing	3
18685	y9lmx5xqfp60gy0wkad3iaz2	it's a film that lingers in the mind long after viewing	3
18686	ah32gfoiuwe7k4lgh6gc8cj8	this is one of the best films of this year, and it's a	3
18687	6smn3kw109jvzsfyrcs0d1ks	this is one of the best films of this year.	3
18688	amaly0hndz5vx17uxfk64vya	a warm and heartfelt film that's uplifting and enlighten	3
18689	ylreya3inafu1wcd3b9vjerq	fails to explain the music and its roots	2
18690	w8v12s7f173rg78nzrz7acgu	it's a shame that the film doesn't do more to explain	2
18691	2xazlkrtjcv2w6u626hz0hn2	it's a shame that the film doesn't go deeper into the	2
18692	ko4pkyh3eb2slk1x7lp3j4b4	fails to explain the music or its roots	2
18693	6m239lpb1auehpu4wx735mee	this documentary falls short in explaining the music.	2
18694	nfehzgdb6vko6zlnp4p94dld	i'm a big fan of slasher flicks, but	2
18695	ukuyfulixbrk9bis3fdj29e8	i'm a big fan of slasher flicks, and	2
18696	nejsmcrqt0mlbmim13vlmyca	this is the worst movie i've ever seen	2
18697	xvzruyu08w76cnb8ywhx3ybn	this is the worst movie i've seen in years	2
18698	8p9thl9ma4fqihr2ccczchez	isn't it time for a new star wars movie?	2
18699	z8tyucacnvoei4pvhu3ejeem	a slapdash, ill-conceived and utterly pointless	0
18700	yg2omg9ahue10n7z1v4h2wp9	a slapdash, ill-conceived rehash of the	0
18701	8w6koz62yeubap88wf1lnivt	this is the kind of movie that makes you wonder if you should just give up on movies	0
18702	3jvcor108bjqogmmkm76jm1z	a dreary, unimaginative rehash of the original	0
18703	vs85m1717sdzpnhph9s7clak	an incoherent mess of a movie	0
18704	xixcl09w77pfsckxaevd9136	it's a shame that showtime doesn't have more to say	1
18705	li3pvbcjindqq8tuuphuud85	showtime is a slick, well-executed action flick that	1
18706	0vhy28o2y15740ubvv5539bp	showtime is a slick, well-executed action movie that	1
18707	ihxziul6ze5fb83aqaysehcv	it's a shame that showtime doesn't have more to offer	1
18708	1wg923hej1t29da8yn7bapyo	showtime isn't particularly assaultive	1
18709	1i0xs4bq9kc1394jmtd3qtm4	a sluggish, ponderous and ultimately pointless film	1
18710	aasa1sivmqetz3sm6h8uqjrr	a sluggish, ponderous and largely pointless film	1
18711	kba9h977f8t9f0zujjgweki4	it's a sappy, melodramatic and	1
18712	6apjc372n5qnvuhx94jfwt2f	this is the kind of movie that makes you want to punch the screenwriter.	1
18713	qenwulonwszrnv7rlzk3h03d	it's a sappy, melodramatic and ultimately	1
18714	iu3bvm6uaw366h3pw7ma0dbb	is a scathing indictment of human nature	3
18715	jark457rghc7yptvsrfhj27x	is a scathing indictment	3
18716	kx991vtu194h2ilix0kwxybj	's worth the price of admission	3
18717	16piw9n5uah4315k8bdjmyby	's worth the price of admission.	3
18718	gq40meajr4j0uaeb6oeyzg4v	has been crafted with such care	3
18719	j5g5rj6xua8w4rkv7mjv6ld3	formula 51's a bad trip.	1
18720	9ef8oua69jttiukuoxxfvo7f	formula 51's a bad trip	1
18721	fsnhyhc9x82vmzgsoshcg3mt	it's a bad trip, but formula 51 isn't	1
18722	3w1fjzse012111bajpj7tn6w	it's a bad trip, but formula 51 isn't the	1
18723	2ja22rhi6mzetb5rzjvzdlg0	formula 51 isn't a bad movie	1
18724	v0oqchigje0wlbvbzs7l8jhf	's a shame that the film isn't as good as it could	1
18725	9a4s0het0t5mo3t3nziollxo	's a shame that the film isn't as good as it should	1
18726	jr1l7ef19xv320sy4tw4zo62	it's too short to be a feature-length film	1
18727	nlju68co0ojudys3jhhen9p8	it's too short to be a feature-length movie	1
18728	duuux2d5uwy13i6ruru492uz	in the end the film isn't bad, but it's not	1
18729	yqa9y4pyknbs9mt2n379zrvm	a slapstick comedy that's too dumb to be funny	1
18730	z639jgapnjmo9ofal931sjv3	an unfunny slapstick comedy	1
18731	tdupjzzfa0el17t36vjjl8oa	a slapstick comedy that's too raunchy for the theater	1
18732	4wdw5i7ld39vagypy02edr8g	an unfunny slapstick farce	1
18733	8g16lnsb5r7aw1olprtbpi2x	it's not a bad movie, just not very funny	1
18734	j3lnxdczlv7q5cfkqdpopw5i	a sluggish, plodding and utterly pointless film	0
18735	l3z36n6r3id1j43csyog6uh0	a dearth of vitality	0
18736	x6coidcb5byqcimwi5n20wfo	a sluggish, plodding and utterly pointless	0
18737	phb1os7i2nro9nw3u3uyy7gi	it's a sluggish, lifeless movie.	0
18738	vovj12apbqc7jybxb57ot6fk	it's a sluggish, lifeless movie	0
18739	a9wmeo1mseyscsqz1v1g373p	this documentary is too conventional -- lots of boring talking heads	0
18740	2ltsqzsnm9dcbkszsftdv7yu	too conventional -- lots of boring talking heads	0
18741	zl0514ooozy9ho2htf00z0zu	it's a shame that the filmmakers didn't have the courage	0
18742	rrmuhaad1er527p1uog43kwx	it's a shame that the filmmakers didn't take the time	0
18743	yx3rrkcd9di0bo2v7tzn298g	is a conventional documentary that doesn't do the subject justice.	0
18744	tlxjezf4akd71aqj770m5feu	with a little help from tufano and grabowsky's music	4
18745	k56ys85fi25r1cpqr5ld022u	with a little help from tufano and grabowsky	4
18746	x47f3a7igk2e2q6ijmvaft4e	's a slick, well-made melodrama that	4
18747	lu120kxpgrtav469mdswychp	's a slick, well-acted melodrama that	4
18748	y4nzy13zx6io2uwxcb2ofzsa	this is the kind of movie that's hard to make and even harder to forget	4
18749	eqcvsjkwrmiel9s0dh1062m0	this humbling little film is just the sort for those moviegoers who complain that	3
18750	hhpag7kq4014z6gjwl78lren	this humbling little film, fueled by the light comedic work of z	3
18751	netlsy76ydsks4qm3isw9gjf	a witty, charming and heartwarming little film	3
18752	1z8su26d4smn3172ru3sxgfc	a witty, charming and heartwarming tale of chinese life	3
18753	uerwbkb3xrshd8w0jyhmu11f	the way of the dragon '' is a sweet little film.	3
18754	xqqih4t1onym8i5idloqzbtv	holofcener's film is a love letter to women	3
18755	00jad2e5rfjs3koytrndu6jf	holofcener's film is a love letter to women.	3
18756	wo4yh307fpe9y8ie02tjdh8q	is holofcener's homage to women	3
18757	68h4zghay0mfwpraw9n0dezo	in the end holofcener's film is a tribute to women	3
18758	b19wtajpdy5mwt5e0ue0xc5b	in the end holofcener's film is a tribute to women	3
18759	3jg41p2rvmu3p6az4s8t34b7	no matter how you slice it, this movie is a disappointment	2
18760	usdb5sqknz130svip6fj1bly	no matter how you slice it	2
18761	axtkbqclyzjga7z3zlvartji	nothing about this film is remotely triumphant	2
18762	cscbag9l6oblzlqg5weq159s	nothing about this movie is remotely triumphant	2
